approach,id,time
fixed_3_100,154.7924188849871,3.4324960708618164
fixed_3_100,154.7924188849871,3.6893365383148193
fixed_3_100,154.7924188849871,3.935711622238159
fixed_3_100,154.7924188849871,4.2007060050964355
fixed_3_100,154.7924188849871,4.204295873641968
fixed_3_100,154.7924188849871,4.468517065048218
fixed_3_100,154.7924188849871,4.472270965576172
fixed_3_100,154.7924188849871,4.724549055099487
fixed_3_100,154.7924188849871,4.728356599807739
fixed_3_100,154.7924188849871,5.022858381271362
fixed_3_100,154.7924188849871,5.026547193527222
fixed_3_100,154.7924188849871,5.297769069671631
fixed_3_100,154.7924188849871,5.301543474197388
fixed_3_100,154.7924188849871,5.544478416442871
fixed_3_100,154.7924188849871,5.548264026641846
fixed_3_100,154.7924188849871,5.803357362747192
fixed_3_100,154.7924188849871,5.807142496109009
fixed_3_100,154.7924188849871,6.071444272994995
fixed_3_100,154.7924188849871,6.076513767242432
fixed_3_100,154.7924188849871,6.081453561782837
fixed_3_100,154.7924188849871,6.324548721313477
fixed_3_100,154.7924188849871,6.329314231872559
fixed_3_100,154.7924188849871,6.56012225151062
fixed_3_100,154.7924188849871,6.564433336257935
fixed_3_100,154.7924188849871,6.56874418258667
fixed_3_100,154.7924188849871,6.81379771232605
fixed_3_100,154.7924188849871,7.091658592224121
fixed_3_100,154.7924188849871,7.32447361946106
fixed_3_100,154.7924188849871,7.595006465911865
fixed_3_100,154.86389032153306,7.858593463897705
fixed_3_100,154.86389032153306,8.128547191619873
fixed_3_100,154.86389032153306,8.381520986557007
fixed_3_100,154.86389032153306,8.658992767333984
fixed_3_100,154.86389032153306,8.916009664535522
fixed_3_100,154.86389032153306,9.181126356124878
fixed_3_100,154.86389032153306,9.417076110839844
fixed_3_100,154.86389032153306,9.6843101978302
fixed_3_100,154.86389032153306,9.924912929534912
fixed_3_100,154.86389032153306,10.009161710739136
fixed_3_100,154.86389032153306,10.259403705596924
fixed_3_100,154.86389032153306,10.336363554000854
fixed_3_100,154.86389032153306,10.574504137039185
fixed_3_100,154.86389032153306,10.656323432922363
fixed_3_100,154.86389032153306,10.889034748077393
fixed_3_100,154.86389032153306,10.974462270736694
